,index,authors,average_rating,best_book_id,book_id,books_count,description,genres,goodreads_book_id,image_url,isbn,isbn13,language_code,original_publication_year,original_title,pages,publishDate,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,ratings_count,small_image_url,title,work_id,work_ratings_count,work_text_reviews_count,authors_2
6379,6379,['Timothy Zahn'],3.98,77787,7411,26,"Hugo Award-winning author Timothy Zahn makes his triumphant return to the Star Wars(r) universe in this first of an epic new two-volume series in which the New Republic must face its most dangerous enemy yet--a dead Imperial warlord.The Empire stands at the brink of total collapse. But they have saved their most heinous plan for last. First a plot is hatched that could destroy the New Republic in a bloodbath of genocide and civil war. Then comes the shocking news that Grand Admiral Thrawn--the most cunning and ruthless warlord in history--has apparently returned from the dead to lead the Empire to a long-prophesied victory. Facing incredible odds, Han and Leia begin a desperate race against time to prevent the New Republic from unraveling in the face of two inexplicable threats--one from within and one from without. Meanwhile, Luke teams up with Mara Jade, using the Force to track down a mysterious pirate ship with a crew of clones. Yet, perhaps most dangerous of all, are those who lurk in the shadows, orchestrating a dark plan that will turn the New Republic and the Empire into their playthings.","['science-fiction', 'fiction', 'fantasy']",77787,https://images.gr-assets.com/books/1326718522m/77787.jpg,553298046,9780553298050.0,eng,1997.0,Star Wars: Specter of the Past,386.0,September 1st 1998,82,529,3527,5745,4556,13705,https://images.gr-assets.com/books/1326718522s/77787.jpg,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)",1134058,14439,251,['Timothy Zahn']
6380,6380,['Tyler Oakley'],4.3,25507925,7412,19,"Pop culture phenomenon, social rights advocate, and the most prominent LGBTQ+ voice on YouTube, Tyler Oakley brings you his first collection of witty, personal, and hilarious essays written in the voice that’s earned him more than 10 million followers across social media.","['nonfiction', 'memoir', 'biography']",25507925,https://images.gr-assets.com/books/1438341092m/25507925.jpg,,,da,2015.0,Binge,303.0,October 20th 2015,259,536,2051,4423,8730,13541,https://images.gr-assets.com/books/1438341092s/25507925.jpg,Binge,45286444,15999,1676,['Tyler Oakley']
6381,6381,['Alessandra Torre'],4.32,22471294,7413,22,"Brant:Became a tech billionaire by his twentieth birthday. Has been in a relationship with me for 3 years. Has proposed 4 times. Been rejected 4 times.Lee:Cuts grass when he's not banging housewives. Good with his hands, his mouth, and his body. Has been pursued relentlessly by me for almost 2 years, whether he knows it or not. Go ahead. Judge me. You have no idea what my love entails.If you think you've heard this story before, trust me - you haven't.**This is a STANDALONE full-length novel. It is not part of a series, and does not contain a cliffhanger.**","['romance', 'contemporary', 'mystery', 'suspense']",22471294,https://images.gr-assets.com/books/1407450110m/22471294.jpg,,,eng,2014.0,Black Lies,290.0,August 25th 2014 ,351,692,2697,6579,12504,18741,https://images.gr-assets.com/books/1407450110s/22471294.jpg,Black Lies,41912642,22823,3805,['Alessandra Torre']
6382,6382,['Laura Lippman'],3.54,351648,7414,48,"Thirty years ago two sisters disappeared from a shopping mall. Their bodies were never found and those familiar with the case have always been tortured by these questions: How do you kidnap two girls? Who—or what—could have lured the two sisters away from a busy mall on a Saturday afternoon without leaving behind a single clue or witness? Now a clearly disoriented woman involved in a rush-hour hit-and-run claims to be the younger of the long-gone Bethany sisters. But her involuntary admission and subsequent attempt to stonewall investigators only deepens the mystery. Where has she been? Why has she waited so long to come forward? Could her abductor truly be a beloved Baltimore cop? There isn't a shred of evidence to support her story, and every lead she gives the police seems to be another dead end—a dying, incoherent man, a razed house, a missing grave, and a family that disintegrated long ago, torn apart not only by the crime but by the fissures the tragedy revealed in what appeared to be the perfect household. In a story that moves back and forth across the decades, there is only one person who dares to be skeptical of a woman who wants to claim the identity of one Bethany sister without revealing the fate of the other. Will he be able to discover the truth?","['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'contemporary']",351648,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,61128856,9780061128850.0,eng,2007.0,What The Dead Know,384.0,March 13th 2007,353,1568,6131,6754,2376,14404,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,What the Dead Know,1361691,17182,2066,['Laura Lippman']
6383,6383,"['Jay Crownover', 'Charlotte Connan de vries']",4.22,17798233,7415,26,"Sometimes the wrong choice can be just right . . .Fun and fearless, Cora Lewis knows how to keep her tattooed ""bad boy"" friends at the Marked in line. But beneath all that flash and sass is a broken heart. Cora won't let herself get burned again. She's waiting to fall in love with the perfect man—a baggage-free, drama-free guy ready for commitment. Then she meets Rome Archer.Rome Archer is as far from perfect as a man can be. He's stubborn, rigid, and bossy. And he's returned from his final tour of duty more than a little broken. Rome's used to filling many roles: big brother, doting son, supersoldier—but none of those fit anymore. Now he's just a man trying to figure out what to do with the rest of his life while keeping the dark demons of war and loss at bay. He would have been glad to suffer through it alone, until Cora comes sweeping into his life and becomes a blinding flash of color in a sea of gray. Perfect may not be in the cards, but perfectly imperfect could just last forever . . .","['romance', 'contemporary', 'fiction', 'chick-lit']",17798233,https://images.gr-assets.com/books/1378491674m/17798233.jpg,,,eng,2014.0,"Rome (Marked Men, #3)",387.0,January 7th 2014,162,690,4205,10810,12247,26881,https://images.gr-assets.com/books/1378491674s/17798233.jpg,"Rome (Marked Men, #3)",24897193,28114,2181,"['Jay Crownover', 'Charlotte Connan de vries']"
6384,6384,"['Laurence Sterne', 'Melvyn New']",3.74,76527,7416,342,"No one description will fit this strange, eccentric, endlessly complex masterpiece. It is a fiction about fiction-writing in which the invented world is as much infused with wit and genius as the theme of inventing it. It is a joyful celebration of the infinite possibilities of the art of fiction, and a wry demonstration of its limitations. This Penguin Classic contains Christopher Ricks's introductory essay, itself a classic of English literary criticism, together with a new introduction on the recent critical history and influence of Tristram Shandy by Melvyn New. The text and notes are based on the acclaimed Florida Edition, making the scholarship of the Florida editors readily available for the first time.","['classics', 'fiction']",76527,https://images.gr-assets.com/books/1403402384m/76527.jpg,141439777,9780141439780.0,eng,1767.0,"The Life and Opinions of Tristram Shandy, Gentleman",735.0,2003,954,1547,3575,4498,5380,13641,https://images.gr-assets.com/books/1403402384s/76527.jpg,"The Life and Opinions of Tristram Shandy, Gentleman",2280279,15954,939,"['Laurence Sterne', 'Melvyn New']"
6385,6385,['Susan Vreeland'],3.86,98048,7418,34,"From extraordinary highs - patronage by the Medicis, friendship with Galileo and, most importantly of all, beautiful and outstandingly original paintings - to rape by her father's colleague, torture by the Inquisition, life-long struggles for acceptance by the artistic Establishment, and betrayal by the men she loved, Artemisia was a bold and brilliant woman who lived as she wanted, and paid a high price.","['historical-fiction', 'fiction', 'art']",98048,https://images.gr-assets.com/books/1311648181m/98048.jpg,142001821,9780142001820.0,eng,2001.0,The Passion of Artemisia,315.0,January 2003,283,818,3759,5719,4193,13791,https://images.gr-assets.com/books/1311648181s/98048.jpg,The Passion of Artemisia,2003391,14772,758,['Susan Vreeland']
6386,6386,['Louise L. Hay'],4.34,270435,7419,23,Heal Your Body is a fresh and easy step-by-step guide. Just look up your specific health challenge and you will find the probable cause for this health issue and the information you need to overcome it by creating a new thought pattern.,"['self-help', 'nonfiction', 'spirituality', 'psychology']",270435,https://images.gr-assets.com/books/1404193356m/270435.jpg,937611352,9780937611360.0,eng,1976.0,Heal Your Body,96.0,January 1st 1984,139,342,1542,3059,6632,11502,https://images.gr-assets.com/books/1404193356s/270435.jpg,Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them,124826,11714,125,['Louise L. Hay']
6387,6387,"['Neil Gaiman', 'P. Craig Russell']",3.96,1967070,7422,24,"When Coraline steps through a door in her family's new house, she finds another house, strangely similar to her own (only better). At first, things seem marvelous. The food is better than at home, and the toy box is filled with fluttering wind-up angels and dinosaur skulls that crawl and rattle their teeth.But there's another mother there and another father, and they want her to stay and be their little girl. They want to change her and never let her go. Coraline will have to fight with all her wit and all the tools she can find if she is to save herself and return to her ordinary life.This beloved tale has now become a visual feast. Acclaimed artist P. Craig Russell brings Neil Gaiman's enchanting nationally bestselling children's book Coraline to new life in this gorgeously illustrated graphic novel adaptation","['graphic-novels', 'fantasy', 'horror', 'comics', 'fiction', 'young-adult']",1967070,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,006082543X,9780060825430.0,eng,2008.0,Coraline,192.0,June 24th 2008,245,825,3782,5867,5521,14909,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Coraline (Illustrated/Graphic Novel Edition),21987573,16240,1402,"['Neil Gaiman', 'P. Craig Russell']"
6388,6388,['Diana Wynne Jones'],4.03,2173611,7423,32,"Charmain Baker is in over her head. Looking after Great-Uncle William's tiny cottage while he's ill should have been easy. But Great-Uncle William is better known as the Royal Wizard Norland, and his house bends space and time. Its single door leads to any number of places—the bedrooms, the kitchen, the caves under the mountains, the past, and the Royal Mansion, to name just a few.By opening that door, Charmain has become responsible for not only the house, but for an extremely magical stray dog, a muddled young apprentice wizard, and a box of the king's most treasured documents. She has encountered a terrifying beast called a lubbock, irritated a clan of small blue creatures, and wound up smack in the middle of an urgent search. The king and his daughter are desperate to find the lost, fabled Elfgift—so desperate that they've even called in an intimidating sorceress named Sophie to help. And where Sophie is, can the Wizard Howl and fire demon Calcifer be far behind?Of course, with that magical family involved, there's bound to be chaos—and unexpected revelations. No one will be more surprised than Charmain by what Howl and Sophie discover.","['fantasy', 'young-adult', 'fiction']",2173611,https://images.gr-assets.com/books/1293848674m/2173611.jpg,61477958,9780061477960.0,eng,2008.0,House of Many Ways,404.0,June 10th 2008,98,715,4376,8350,6778,17697,https://images.gr-assets.com/books/1293848674s/2173611.jpg,"House of Many Ways (Howl's Moving Castle, #3)",2179265,20317,1477,['Diana Wynne Jones']
6389,6389,['Don Winslow'],4.28,23602561,7424,39,"From the internationally best-selling author of the acclaimed novel The Power of the Dog comes The Cartel, a gripping, true-to-life, ripped-from-the-headlines epic story of power, corruption, revenge, and justice spanning the past decade of the Mexican-American drug wars.It’s 2004. DEA agent Art Keller has been fighting the war on drugs for thirty years in a blood feud against Adán Barrera, the head of El Federación, the world’s most powerful cartel, and the man who brutally murdered Keller’s partner. Finally putting Barrera away cost Keller dearly—the woman he loves, the beliefs he cherishes, the life he wants to lead.Then Barrera gets out, determined to rebuild the empire that Keller shattered. Unwilling to live in a world with Barrera in it, Keller goes on a ten-year odyssey to take him down. His obsession with justice—or is it revenge?—becomes a ruthless struggle that stretches from the cities, mountains, and deserts of Mexico to Washington’s corridors of power to the streets of Berlin and Barcelona.Keller fights his personal battle against the devastated backdrop of Mexico’s drug war, a conflict of unprecedented scale and viciousness, as cartels vie for power and he comes to the final reckoning with Barrera—and himself—that he always knew must happen.The Cartel is a story of revenge, honor, and sacrifice, as one man tries to face down the devil without losing his soul. It is the story of the war on drugs and the men—and women—who wage it.","['fiction', 'crime', 'thriller', 'mystery', 'historical-fiction']",23602561,https://images.gr-assets.com/books/1429552939m/23602561.jpg,1101874996,9781101875000.0,eng,2015.0,The Cartel,616.0,June 23rd 2015,119,352,1490,4658,6200,9270,https://images.gr-assets.com/books/1429552939s/23602561.jpg,The Cartel,44367493,12819,1349,['Don Winslow']
6390,6390,['Ian Fleming'],3.7,3750,7427,117,"‘For several minutes he stood speechless, his eyes dazzled by the terrible beauty of the greatest weapon on earth’

He’s a self-made millionaire, head of the Moonraker rocket programme and loved by the press. So why is Sir Hugo Drax cheating at cards? Bond has just five days to uncover the sinister truth behind a national hero, in Ian Fleming’s third 007 adventure.","['fiction', 'thriller', 'mystery', 'classics', 'crime']",3750,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,142002062,9780142002060.0,eng,1955.0,Moonraker,247.0,December 31st 2002,97,921,5041,5820,2806,12016,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Moonraker (James Bond, #3)",1387985,14685,905,['Ian Fleming']
6391,6391,"['John Locke', 'Peter Laslett', 'Raymond Geuss']",3.81,364550,7428,145,"This is a new revised version of Dr. Laslett's standard edition of Two Treatises. First published in 1960, and based on an analysis of the whole body of Locke's publications, writings, and papers. The Introduction and text have been revised to incorporate references to recent scholarship since the second edition and the bibliography has been updated.","['philosophy', 'nonfiction', 'classics', 'history']",364550,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,521357306,9780521357300.0,eng,1689.0,Two Treatises of Government,480.0,October 28th 1988,316,882,3718,4605,3857,13056,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Two Treatises of Government,3078362,13378,120,"['John Locke', 'Peter Laslett', 'Raymond Geuss']"
6392,6392,['Henry David Thoreau'],4.06,16900,7429,57,"Civil Disobedience and Other Essays is a collection of some of Henry David Thoreau's most important essays. Contained in this volume are the following essays: Civil Disobedience, Natural History of Massachusetts, A Walk to Wachusett, The Landlord, A Winter Walk, The Succession of Forest Trees, Walking, Autumnal Tints, Wild Apples, Night and Moonlight, Aulus Persius Flaccus, Herald of Freedom, Life Without Principle, Paradise (to be) Regained, A Plea for John Brown, The Last Days of John Brown, After the Death of John Brown, The Service, Slavery in Massachusetts, and Wendell Phillips Before Concord Lyceum.","['philosophy', 'classics', 'nonfiction', 'history']",16900,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1420925229,9781420925230.0,eng,1995.0,Civil Disobedience and Reading,188.0,January 1st 2005,141,609,2752,5009,5195,12557,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Civil Disobedience and Other Essays,522004,13706,227,['Henry David Thoreau']
6393,6393,['Louisa May Alcott'],4.03,17533,7430,220,"In this sequel to Eight Cousins, Rose Campbell returns to the ""Aunt Hill"" after two years of traveling around the world. Suddenly, she is surrounded by male admirers, all expecting her to marry them. But before she marries anyone, Rose is determined to establish herself as an independent young woman. Besides, she suspects that some of her friends like her more for her money than for herself.","['classics', 'fiction', 'young-adult', 'romance', 'historical-fiction']",17533,https://images.gr-assets.com/books/1344269387m/17533.jpg,316030899,9780316030890.0,eng,1876.0,Rose in Bloom,302.0,September 1st 1995,329,838,3875,6112,7111,16842,https://images.gr-assets.com/books/1344269387s/17533.jpg,"Rose in Bloom (Eight Cousins, #2)",2080617,18265,430,['Louisa May Alcott']
6394,6394,['David  Arnold'],3.92,18718848,7431,28,"I am a collection of oddities, a circus of neurons and electrons: my heart is the ringmaster, my soul is the trapeze artist, and the world is my audience. It sounds strange because it is, and it is, because I am strange.After the sudden collapse of her family, Mim Malone is dragged from her home in northern Ohio to the ""wastelands"" of Mississippi, where she lives in a medicated milieu with her dad and new stepmom. Before the dust has a chance to settle, she learns her mother is sick back in Cleveland.So she ditches her new life and hops aboard a northbound Greyhound bus to her real home and her real mother, meeting a quirky cast of fellow travelers along the way. But when her thousand-mile journey takes a few turns she could never see coming, Mim must confront her own demons, redefining her notions of love, loyalty, and what it means to be sane.Told in an unforgettable, kaleidoscopic voice, Mosquitoland is a modern American odyssey, as hilarious as it is heartbreaking.","['young-adult', 'contemporary', 'fiction']",18718848,https://images.gr-assets.com/books/1402661616m/18718848.jpg,,,eng,2015.0,Mosquitoland,336.0,March 3rd 2015,390,1107,3710,6207,5694,14312,https://images.gr-assets.com/books/1402661616s/18718848.jpg,Mosquitoland,26584442,17108,2882,['David  Arnold']
6395,6395,['Melina Marchetta'],3.85,82436,7433,41,"For as long as Josephine Alibrandi can remember, it’s just been her, her mom, and her grandmother. Now it’s her final year at a wealthy Catholic high school. The nuns couldn’t be any stricter—but that doesn’t seem to stop all kinds of men from coming into her life.Caught between the old-world values of her Italian grandmother, the nononsense wisdom of her mom, and the boys who continue to mystify her, Josephine is on the ride of her life. This will be the year she falls in love, the year she discovers the secrets of her family’s past—and the year she sets herself free.Told with unmatched depth and humor, this novel—which swept the pool of Australian literary awards and became a major motion picture—is one to laugh through and cry with, to cherish and remember.","['young-adult', 'contemporary', 'fiction', 'romance']",82436,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,375836942,9780375836950.0,eng,1992.0,Looking for Alibrandi,313.0,May 9th 2006,308,991,4419,6951,4763,14685,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Looking for Alibrandi,1149644,17432,1244,['Melina Marchetta']
6396,6396,['Kristen Ashley'],4.23,17257993,7434,7,"Hanna Boudreaux has lived in the small town of Willow all her life. She’s sweet, cute and quiet. Hanna has a moment of epiphany when she realizes her crush for forever, Raiden Ulysses Miller, is not ever going to be hers. She sees her life as narrow and decides to do something about it. Raiden Miller is the town’s local hero. A former Marine with the medal to prove his hero status, he comes home, shrouded in mystery. It takes a while, but eventually Hanna catches his eye. After all these years of Raid and Hanna living in the same town, the question is why? Is Raid interested in Hanna because she’s sweet and cute? Or does Raid have something else going on?","['romance', 'contemporary', 'suspense', 'chick-lit']",17257993,https://images.gr-assets.com/books/1361025483m/17257993.jpg,,,eng,2013.0,Raid,282.0,February 25th 2013,241,809,3833,9838,12298,24604,https://images.gr-assets.com/books/1361025483s/17257993.jpg,"Raid (Unfinished Hero, #3)",23852415,27019,1789,['Kristen Ashley']
6397,6397,['Darynda Jones'],4.49,15813668,7435,14,"Never underestimate the power of a woman on a double espresso with a mocha latte chaser high.-T-shirt Charley Davidson isnt your everyday, run-of-the-mill grim reaper. Shes more of a paranormal private eyegrim reaper extraordinaire. However, she gets sidetracked when the sexy, sultry son of Satan, Reyes Farrow, moves in next door. To further complicate matters, Reyes is her main suspect in an arson case. Charley has vowed to stay away from him until she can find out the truth...but then dead women start appearing in her apartment, one after another, each lost, confused, and terrified beyond reason. When it becomes apparent that her own sister, Gemma, is the serial killers next target, Charley has no choice but to ask for Reyess help. Arsonist or not, hes the one man alive who could protect Gemma no matter who or what comes at her. But he wants something in return. Charley. All of her, body and soul. And to keep her sister safe, it is a price she is willing to pay.","['paranormal', 'romance', 'fantasy', 'mystery']",15813668,https://images.gr-assets.com/books/1355718001m/15813668.jpg,1250014409,9781250014400.0,eng,2013.0,Fifth Grave Past the Light,339.0,July 9th 2013,63,230,1923,7666,14405,21286,https://images.gr-assets.com/books/1355718001s/15813668.jpg,"Fifth Grave Past the Light (Charley Davidson, #5)",21539864,24287,2410,['Darynda Jones']
6398,6398,['Wilbur Smith'],4.1,416580,7436,72,"For 4,000 years, the lavish crypt of the Pharaoh Mamose has never been found...until the Seventh Scroll, a cryptic message written by he slave Taita, gives beautiful Egyptologist Royan Al Simma a tantalizing clue to its location.But this is a treasure cache others would kill to possess. Only one step ahead of assassins, Royan runs for her life and into the arms of the only man she can trust, Sir Nicholas Quenton-Harper-a daring man who will stake his fortune and his life to join her hunt for the king's tomb. Together, they will embark on a breathtaking journey to the most exotic locale on earth, where the greatest mystery of ancient Egypt, a chilling danger and an explosive passion are waiting.Steeped in ancient mystery, drama and action, The Seventh Scroll is a masterpiece from a storyteller at the height of his powers.","['historical-fiction', 'fiction', 'thriller', 'fantasy', 'mystery']",416580,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,312957572,9780312957580.0,eng,1995.0,The Seventh Scroll,614.0,April 15th 1996,127,531,2387,5065,5174,11501,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"The Seventh Scroll (Ancient Egypt, #2)",1892181,13284,452,['Wilbur Smith']
6399,6399,['Nick Cutter'],3.71,17571466,7438,23,"Once a year, scoutmaster Tim Riggs leads a troop of boys into the Canadian wilderness for a three-day camping trip; a tradition as comforting and reliable as a good ghost story and a roaring bonfire. But when an unexpected intruder -- shockingly thin, disturbingly pale, and voraciously hungry -- stumbles upon their campsite, Tim and the boys are exposed to something far more frightening than any tale of terror. The human carrier of a bioengineered nightmare. An inexplicable horror that spreads faster than fear. A harrowing struggle for survival that will pit the troop against the elements, the infected ... and one another.","['horror', 'fiction', 'thriller', 'science-fiction', 'mystery']",17571466,https://images.gr-assets.com/books/1397768496m/17571466.jpg,1476717710,9781476717720.0,eng,2014.0,The Troop,358.0,February 25th 2014,444,1200,3561,5339,3285,11620,https://images.gr-assets.com/books/1397768496s/17571466.jpg,The Troop,24510359,13829,2747,['Nick Cutter']
6400,6400,['C.J. Sansom'],4.32,820480,7439,46,"Spring, 1543. King Henry VIII is wooing Lady Catherine Parr, whom he wants for his sixth wife. But this time the object of his affections is resisting. Archbishop Cranmer and the embattled Protestant faction at court are watching keenly, for Lady Catherine is known to have reformist sympathies. Meanwhile, a teenage boy, a religious maniac, has been placed in the Bedlam hospital for the insane. When an old friend of Matthew Shardlake is murdered, his investigations leads to connections to both, and to the prophecies of the book of Revelation. Shardlake follows a trail of horrific murders that are igniting frenzied talk of witchcraft and demonic possession. For what else would the Tudor mind make of a serial killer...?","['historical-fiction', 'mystery', 'fiction', 'crime', 'thriller']",820480,https://images.gr-assets.com/books/1327170369m/820480.jpg,1405092726,9781405092720.0,eng,2008.0,Revelation,550.0,April 4th 2008,48,209,1613,5696,6700,11868,https://images.gr-assets.com/books/1327170369s/820480.jpg,"Revelation (Matthew Shardlake, #4)",2831944,14266,752,['C.J. Sansom']
6401,6401,"['Pablo Neruda', 'Stephen Tapscott']",4.4,11339,7440,70,"Against the backdrop of Isla Negra - the sea and wind, the white sand with its scattering of delicate wild flowers, the hot sun and salty smells of the Pacific - the poet sets the poems in celebration of his love. The subject of that love is Matilde Urrutia de Neruda, Pablo's 'beloved wife'.","['poetry', 'classics', 'romance', 'nonfiction']",11339,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,292760280,9780292760290.0,eng,1959.0,Cien sonetos de amor,232.0,January 1st 1986,145,263,1256,3572,7193,11425,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,100 Love Sonnets,9295,12429,473,"['Pablo Neruda', 'Stephen Tapscott']"
6402,6402,['Julia Quinn'],4.01,110393,7442,46,"IF IT'S IN HIS HEART... IT'S IN HIS KISSMEET OUR HERO...Gareth St. Clair is in a bind. His father, who detests him, is determined to beggar the St. Clair estates and ruin his inheritance. Gareth's sole bequest is an old family diary, which may or may not contain the secrets of his past... and the key to his future. The problem is—it's written in Italian, of which Gareth speaks not a word.MEET OUR HEROINE...All the ton agreed: there was no one quite like Hyacinth Bridgerton. She's fiendishly smart, devilishly outspoken, and according to Gareth, probably best in small doses. But there's something about her—something charming and vexing—that grabs him and won't quite let go...MEET POOR MR. MOZART...Or don't. But rest assured, he's spinning in his grave when Gareth and Hyacinth cross paths at the annual—and annually discordant—Smythe-Smith musicale. To Hyacinth, Gareth's every word seems a dare, and she offers to translate his diary, even though her Italian is slightly less than perfect. But as they delve into the mysterious text, they discover that the answers they seek lie not in the diary, but in each other... and that there is nothing as simple—or as complicated—as a single, perfect kiss.","['romance', 'historical-fiction', 'fiction']",110393,https://images.gr-assets.com/books/1314461965m/110393.jpg,006053124X,9780060531250.0,eng,2005.0,It's In His Kiss,384.0,June 28th 2005,149,860,5022,8714,7443,20377,https://images.gr-assets.com/books/1314461965s/110393.jpg,"It's in His Kiss (Bridgertons, #7)",1460849,22188,920,['Julia Quinn']
6403,6403,"['J.K. Rowling', 'MinaLima']",4.2,31538614,7443,18,"'No Muggle Prime Minister has ever set foot in the Ministry of Magic, for reasons most succinctly summed up by ex-Minister Dugald McPhail (term of office 1858-1865): “their puir wee braines couldnae cope wi’ it.”’ – J.K. RowlingPottermore Presents is a collection of J.K. Rowling’s writing: short reads originally featured on pottermore.com with some exclusive new additions. These eBooks, with writing curated by Pottermore, will take you beyond the Harry Potter stories as J.K. Rowling reveals her inspiration, intricate details of characters’ lives and surprises from the wizarding world.These stories of power, politics and pesky poltergeists give you a glimpse into the darker side of the wizarding world, revealing the ruthless roots of Professor Umbridge, the lowdown on the Ministers for Magic and the history of the wizarding prison Azkaban. You will also delve deeper into Horace Slughorn’s early years as Potions master at Hogwarts - and his acquaintance with one Tom Marvolo Riddle.","['fantasy', 'fiction', 'young-adult']",31538614,https://images.gr-assets.com/books/1471436601m/31538614.jpg,1781106290,9781781106300.0,eng,2016.0,"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists",71.0,September 6th 2016,62,376,2872,5600,6970,10032,https://images.gr-assets.com/books/1471436601s/31538614.jpg,"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (Pottermore Presents, #2)",52218734,15880,1246,"['J.K. Rowling', 'MinaLima']"
6404,6404,"['Georg Wilhelm Friedrich Hegel', 'A.V. Miller', 'John Niemeyer Findlay']",3.91,9454,7444,179,"Perhaps one of the most revolutionary works of philosophy ever presented, The Phenomenology of Spirit is Hegel's 1807 work that is in numerous ways extraordinary. It begins with a Preface, created after the rest of the manuscript was completed, that explains the core of his method and what sets it apart from any preceding philosophy. The Introduction, written before the rest of the work, summarizes and completes Kant's ideas on skepticism by rendering it moot and encouraging idealism and self-realization. The body of the work is divided into six sections of varying length, entitled ""Consciousness,"" ""Self-Consciousness,"" ""Reason,"" ""Spirit,"" ""Religion,"" and ""Absolute Knowledge."" A myriad of topics are discussed, and explained in such a harmoniously complex way that the method has been termed Hegelian dialectic. Ultimately, the work as a whole is a remarkable study of the mind's growth from its direct awareness to scientific philosophy, proving to be a difficult yet highly influential and enduring work.","['philosophy', 'nonfiction', 'classics', 'history', 'religion']",9454,https://images.gr-assets.com/books/1425522818m/9454.jpg,198245971,9780198245970.0,eng,1807.0,Phänomenologie des Geistes,640.0,November 30th 1976,466,897,2605,3609,4686,11744,https://images.gr-assets.com/books/1425522818s/9454.jpg,Phenomenology of Spirit,995802,12263,231,"['Georg Wilhelm Friedrich Hegel', 'A.V. Miller', 'John Niemeyer Findlay']"
6405,6405,['Peter F. Hamilton'],4.25,479561,7446,23,"Not every fallen angel comes from heaven...The ancient menace has finally escaped from Lalonde, shattering the Confederation's peaceful existence. Those who succumbed to it have acquired godlike powers, but now follow a far from divine gospel as they advance inexorably from world to world.On planets and asteroids, individuals battle for survival against the strange and brutal forces unleashed upon the universe. Governments teeter on the brink of anarchy, the Conferderation Navy is dangerously over-stretched, and a dark messiah prepares to invoke his own version of the final Night.In such desperate times the last thing the galaxy needs is a new and terrifyingly powerful weapon. Yet Dr Alkad Mzu is determined to retrieve the Alchemist - so she can complete her thirty-year vendetta to slay a star. Which means Joshua Calvert has to find Dr. Mzu and bring her back before the alchemist can be reactivated.But he's not alone in the chase, and there are people on both sides who have their own ideas about how to use the ultimate doomsday device.","['science-fiction', 'fiction', 'fantasy', 'horror']",479561,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,330351435,9780330351430.0,eng,1997.0,The Neutronium Alchemist,1273.0,October 9th 1998,99,370,1888,5322,6381,12726,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"The Neutronium Alchemist (Night's Dawn, #2)",6519560,14060,282,['Peter F. Hamilton']
